hospital_id,treatment_id,estimated_cost
3112,102,24000
3112,107,110000
3112,113,15000
3112,114,1300
3113,102,24000
3113,107,110000
3113,113,15000
3113,114,1300
3114,102,24000
3114,107,110000
3114,113,15000
3114,114,1300
3115,102,28800
3115,107,132000
3115,113,18000
3115,114,1560
3116,102,28800
3116,107,132000
3116,113,18000
3116,114,1560
3117,102,28800
3117,107,132000
3117,113,18000
3117,114,1560
3118,102,24000
3118,107,110000
3118,113,15000
3118,114,1300
3119,102,28800
3119,107,132000
3119,113,18000
3119,114,1560
3120,102,28800
3120,107,132000
3120,113,18000
3120,114,1560
3121,102,24000
3121,107,110000
3121,113,15000
3121,114,1300
3122,102,28800
3122,107,132000
3122,113,18000
3122,114,1560
3123,102,24000
3123,107,110000
3123,113,15000
3123,114,1300
3124,102,28800
3124,107,132000
3124,113,18000
3124,114,1560
3125,102,24000
3125,107,110000
3125,113,15000
3125,114,1300
3126,102,24000
3126,107,110000
3126,113,15000
3126,114,1300
3127,102,24000
3127,107,110000
3127,113,15000
3127,114,1300
3128,102,24000
3128,107,110000
3128,113,15000
3128,114,1300
3129,102,28800
3129,107,132000
3129,113,18000
3129,114,1560
3130,102,28800
3130,107,132000
3130,113,18000
3130,114,1560
3131,102,24000
3131,107,110000
3131,113,15000
3131,114,1300
3132,102,28800
3132,107,132000
3132,113,18000
3132,114,1560
3133,102,38400
3133,107,176000
3133,113,24000
3133,114,2080
3134,102,28800
3134,107,132000
3134,113,18000
3134,114,1560
3135,102,28800
3135,107,132000
3135,113,18000
3135,114,1560
3136,102,24000
3136,107,110000
3136,113,15000
3136,114,1300
3137,102,24000
3137,107,110000
3137,113,15000
3137,114,1300
3138,102,38400
3138,107,176000
3138,113,24000
3138,114,2080
3139,102,28800
3139,107,132000
3139,113,18000
3139,114,1560
3140,102,24000
3140,107,110000
3140,113,15000
3140,114,1300
3141,102,28800
3141,107,132000
3141,113,18000
3141,114,1560
3142,102,28800
3142,107,132000
3142,113,18000
3142,114,1560
3143,102,28800
3143,107,132000
3143,113,18000
3143,114,1560
3144,102,24000
3144,107,110000
3144,113,15000
3144,114,1300
3145,102,28800
3145,107,132000
3145,113,18000
3145,114,1560
3146,102,24000
3146,107,110000
3146,113,15000
3146,114,1300
3147,102,24000
3147,107,110000
3147,113,15000
3147,114,1300
3148,102,24000
3148,107,110000
3148,113,15000
3148,114,1300
3149,102,24000
3149,107,110000
3149,113,15000
3149,114,1300
3150,102,28800
3150,107,132000
3150,113,18000
3150,114,1560
3151,102,28800
3151,107,132000
3151,113,18000
3151,114,1560
3152,102,24000
3152,107,110000
3152,113,15000
3152,114,1300
3153,102,28800
3153,107,132000
3153,113,18000
3153,114,1560
3154,102,24000
3154,107,110000
3154,113,15000
3154,114,1300
3155,102,28800
3155,107,132000
3155,113,18000
3155,114,1560
3156,102,24000
3156,107,110000
3156,113,15000
3156,114,1300
3157,102,28800
3157,107,132000
3157,113,18000
3157,114,1560
3158,102,24000
3158,107,110000
3158,113,15000
3158,114,1300
3159,102,28800
3159,107,132000
3159,113,18000
3159,114,1560
3160,102,28800
3160,107,132000
3160,113,18000
3160,114,1560
3161,102,28800
3161,107,132000
3161,113,18000
3161,114,1560
3162,102,28800
3162,107,132000
3162,113,18000
3162,114,1560
3163,102,24000
3163,107,110000
3163,113,15000
3163,114,1300
3164,102,24000
3164,107,110000
3164,113,15000
3164,114,1300
3165,102,28800
3165,107,132000
3165,113,18000
3165,114,1560
3166,102,24000
3166,107,110000
3166,113,15000
3166,114,1300
3167,102,24000
3167,107,110000
3167,113,15000
3167,114,1300
3168,102,28800
3168,107,132000
3168,113,18000
3168,114,1560
3169,102,28800
3169,107,132000
3169,113,18000
3169,114,1560
3170,102,24000
3170,107,110000
3170,113,15000
3170,114,1300
3171,102,28800
3171,107,132000
3171,113,18000
3171,114,1560
3172,102,28800
3172,107,132000
3172,113,18000
3172,114,1560
3173,102,28800
3173,107,132000
3173,113,18000
3173,114,1560
3174,102,24000
3174,107,110000
3174,113,15000
3174,114,1300
3175,102,28800
3175,107,132000
3175,113,18000
3175,114,1560
3176,102,24000
3176,107,110000
3176,113,15000
3176,114,1300
3177,102,24000
3177,107,110000
3177,113,15000
3177,114,1300
3178,102,28800
3178,107,132000
3178,113,18000
3178,114,1560
3179,102,24000
3179,107,110000
3179,113,15000
3179,114,1300
3180,102,28800
3180,107,132000
3180,113,18000
3180,114,1560
3181,102,24000
3181,107,110000
3181,113,15000
3181,114,1300
3182,102,28800
3182,107,132000
3182,113,18000
3182,114,1560
3183,102,24000
3183,107,110000
3183,113,15000
3183,114,1300
3184,102,24000
3184,107,110000
3184,113,15000
3184,114,1300
3185,102,28800
3185,107,132000
3185,113,18000
3185,114,1560
3186,102,28800
3186,107,132000
3186,113,18000
3186,114,1560
3187,102,28800
3187,107,132000
3187,113,18000
3187,114,1560
3188,102,24000
3188,107,110000
3188,113,15000
3188,114,1300
3189,102,28800
3189,107,132000
3189,113,18000
3189,114,1560
3190,102,28800
3190,107,132000
3190,113,18000
3190,114,1560
3191,102,28800
3191,107,132000
3191,113,18000
3191,114,1560
3192,102,28800
3192,107,132000
3192,113,18000
3192,114,1560
3193,102,28800
3193,107,132000
3193,113,18000
3193,114,1560
3194,102,24000
3194,107,110000
3194,113,15000
3194,114,1300
3195,102,28800
3195,107,132000
3195,113,18000
3195,114,1560
3196,102,24000
3196,107,110000
3196,113,15000
3196,114,1300
3197,102,24000
3197,107,110000
3197,113,15000
3197,114,1300
3198,102,28800
3198,107,132000
3198,113,18000
3198,114,1560
3199,102,28800
3199,107,132000
3199,113,18000
3199,114,1560
3200,102,24000
3200,107,110000
3200,113,15000
3200,114,1300
3201,102,28800
3201,107,132000
3201,113,18000
3201,114,1560
3202,102,24000
3202,107,110000
3202,113,15000
3202,114,1300
3203,102,24000
3203,107,110000
3203,113,15000
3203,114,1300
3204,102,24000
3204,107,110000
3204,113,15000
3204,114,1300
3205,102,24000
3205,107,110000
3205,113,15000
3205,114,1300
3206,102,28800
3206,107,132000
3206,113,18000
3206,114,1560
3207,102,28800
3207,107,132000
3207,113,18000
3207,114,1560
3208,102,28800
3208,107,132000
3208,113,18000
3208,114,1560
3209,102,28800
3209,107,132000
3209,113,18000
3209,114,1560
3210,102,28800
3210,107,132000
3210,113,18000
3210,114,1560
3211,102,24000
3211,107,110000
3211,113,15000
3211,114,1300
3212,102,28800
3212,107,132000
3212,113,18000
3212,114,1560
3213,102,28800
3213,107,132000
3213,113,18000
3213,114,1560
3214,102,28800
3214,107,132000
3214,113,18000
3214,114,1560
3215,102,28800
3215,107,132000
3215,113,18000
3215,114,1560
3216,102,24000
3216,107,110000
3216,113,15000
3216,114,1300
3217,102,24000
3217,107,110000
3217,113,15000
3217,114,1300
3218,102,24000
3218,107,110000
3218,113,15000
3218,114,1300
3219,102,24000
3219,107,110000
3219,113,15000
3219,114,1300
3220,102,24000
3220,107,110000
3220,113,15000
3220,114,1300
3221,102,28800
3221,107,132000
3221,113,18000
3221,114,1560
3222,102,24000
3222,107,110000
3222,113,15000
3222,114,1300
3223,102,28800
3223,107,132000
3223,113,18000
3223,114,1560
3224,102,24000
3224,107,110000
3224,113,15000
3224,114,1300
3225,102,28800
3225,107,132000
3225,113,18000
3225,114,1560
3226,102,28800
3226,107,132000
3226,113,18000
3226,114,1560
3227,102,38400
3227,107,176000
3227,113,24000
3227,114,2080
3228,102,28800
3228,107,132000
3228,113,18000
3228,114,1560
3229,102,28800
3229,107,132000
3229,113,18000
3229,114,1560
3230,102,28800
3230,107,132000
3230,113,18000
3230,114,1560
3231,102,24000
3231,107,110000
3231,113,15000
3231,114,1300
3232,102,38400
3232,107,176000
3232,113,24000
3232,114,2080
3233,102,24000
3233,107,110000
3233,113,15000
3233,114,1300
3234,102,28800
3234,107,132000
3234,113,18000
3234,114,1560
3235,102,24000
3235,107,110000
3235,113,15000
3235,114,1300
3236,102,24000
3236,107,110000
3236,113,15000
3236,114,1300
3237,102,28800
3237,107,132000
3237,113,18000
3237,114,1560
3238,102,28800
3238,107,132000
3238,113,18000
3238,114,1560
3239,102,28800
3239,107,132000
3239,113,18000
3239,114,1560
3240,102,24000
3240,107,110000
3240,113,15000
3240,114,1300
3241,102,28800
3241,107,132000
3241,113,18000
3241,114,1560
3242,102,38400
3242,107,176000
3242,113,24000
3242,114,2080
3243,102,28800
3243,107,132000
3243,113,18000
3243,114,1560
3244,102,24000
3244,107,110000
3244,113,15000
3244,114,1300
3245,102,28800
3245,107,132000
3245,113,18000
3245,114,1560
3246,102,24000
3246,107,110000
3246,113,15000
3246,114,1300
3247,102,28800
3247,107,132000
3247,113,18000
3247,114,1560
3248,102,28800
3248,107,132000
3248,113,18000
3248,114,1560
3249,102,24000
3249,107,110000
3249,113,15000
3249,114,1300
3250,102,28800
3250,107,132000
3250,113,18000
3250,114,1560
3251,102,28800
3251,107,132000
3251,113,18000
3251,114,1560
3252,102,28800
3252,107,132000
3252,113,18000
3252,114,1560
3253,102,28800
3253,107,132000
3253,113,18000
3253,114,1560
3254,102,38400
3254,107,176000
3254,113,24000
3254,114,2080
3255,102,28800
3255,107,132000
3255,113,18000
3255,114,1560
3256,102,28800
3256,107,132000
3256,113,18000
3256,114,1560
3257,102,24000
3257,107,110000
3257,113,15000
3257,114,1300
3258,102,24000
3258,107,110000
3258,113,15000
3258,114,1300
3259,102,28800
3259,107,132000
3259,113,18000
3259,114,1560
3260,102,24000
3260,107,110000
3260,113,15000
3260,114,1300
3261,102,28800
3261,107,132000
3261,113,18000
3261,114,1560
3262,102,28800
3262,107,132000
3262,113,18000
3262,114,1560
3263,102,24000
3263,107,110000
3263,113,15000
3263,114,1300
3264,102,28800
3264,107,132000
3264,113,18000
3264,114,1560
3265,102,28800
3265,107,132000
3265,113,18000
3265,114,1560
3266,102,28800
3266,107,132000
3266,113,18000
3266,114,1560
3267,102,24000
3267,107,110000
3267,113,15000
3267,114,1300
3268,102,38400
3268,107,176000
3268,113,24000
3268,114,2080
3269,102,24000
3269,107,110000
3269,113,15000
3269,114,1300
3270,102,24000
3270,107,110000
3270,113,15000
3270,114,1300
3271,102,28800
3271,107,132000
3271,113,18000
3271,114,1560
3272,102,28800
3272,107,132000
3272,113,18000
3272,114,1560
3273,102,28800
3273,107,132000
3273,113,18000
3273,114,1560
3274,102,24000
3274,107,110000
3274,113,15000
3274,114,1300
3275,102,28800
3275,107,132000
3275,113,18000
3275,114,1560
3276,102,24000
3276,107,110000
3276,113,15000
3276,114,1300
3277,102,28800
3277,107,132000
3277,113,18000
3277,114,1560
3278,102,24000
3278,107,110000
3278,113,15000
3278,114,1300
3279,102,24000
3279,107,110000
3279,113,15000
3279,114,1300
3280,102,28800
3280,107,132000
3280,113,18000
3280,114,1560
3281,102,24000
3281,107,110000
3281,113,15000
3281,114,1300
3282,102,24000
3282,107,110000
3282,113,15000
3282,114,1300
3283,102,28800
3283,107,132000
3283,113,18000
3283,114,1560
3284,102,28800
3284,107,132000
3284,113,18000
3284,114,1560
3285,102,24000
3285,107,110000
3285,113,15000
3285,114,1300
3286,102,28800
3286,107,132000
3286,113,18000
3286,114,1560
3287,102,24000
3287,107,110000
3287,113,15000
3287,114,1300
3288,102,28800
3288,107,132000
3288,113,18000
3288,114,1560
3289,102,24000
3289,107,110000
3289,113,15000
3289,114,1300
3290,102,28800
3290,107,132000
3290,113,18000
3290,114,1560
3291,102,28800
3291,107,132000
3291,113,18000
3291,114,1560
3292,102,28800
3292,107,132000
3292,113,18000
3292,114,1560
3293,102,28800
3293,107,132000
3293,113,18000
3293,114,1560
3294,102,28800
3294,107,132000
3294,113,18000
3294,114,1560
3295,102,28800
3295,107,132000
3295,113,18000
3295,114,1560
3296,102,28800
3296,107,132000
3296,113,18000
3296,114,1560
3297,102,38400
3297,107,176000
3297,113,24000
3297,114,2080
3298,102,28800
3298,107,132000
3298,113,18000
3298,114,1560
3299,102,38400
3299,107,176000
3299,113,24000
3299,114,2080
3300,102,28800
3300,107,132000
3300,113,18000
3300,114,1560
3301,102,28800
3301,107,132000
3301,113,18000
3301,114,1560
3302,102,28800
3302,107,132000
3302,113,18000
3302,114,1560
3303,102,28800
3303,107,132000
3303,113,18000
3303,114,1560
3304,102,28800
3304,107,132000
3304,113,18000
3304,114,1560
3305,102,38400
3305,107,176000
3305,113,24000
3305,114,2080
3306,102,28800
3306,107,132000
3306,113,18000
3306,114,1560
3307,102,24000
3307,107,110000
3307,113,15000
3307,114,1300
3308,102,24000
3308,107,110000
3308,113,15000
3308,114,1300
3309,102,28800
3309,107,132000
3309,113,18000
3309,114,1560
3310,102,24000
3310,107,110000
3310,113,15000
3310,114,1300
3311,102,24000
3311,107,110000
3311,113,15000
3311,114,1300
3312,102,24000
3312,107,110000
3312,113,15000
3312,114,1300
3313,102,24000
3313,107,110000
3313,113,15000
3313,114,1300
3314,102,24000
3314,107,110000
3314,113,15000
3314,114,1300
3315,102,24000
3315,107,110000
3315,113,15000
3315,114,1300
3316,102,38400
3316,107,176000
3316,113,24000
3316,114,2080
3317,102,24000
3317,107,110000
3317,113,15000
3317,114,1300
3318,102,28800
3318,107,132000
3318,113,18000
3318,114,1560
3319,102,24000
3319,107,110000
3319,113,15000
3319,114,1300
3320,102,24000
3320,107,110000
3320,113,15000
3320,114,1300
3321,102,24000
3321,107,110000
3321,113,15000
3321,114,1300
3322,102,28800
3322,107,132000
3322,113,18000
3322,114,1560
3323,102,24000
3323,107,110000
3323,113,15000
3323,114,1300
3324,102,28800
3324,107,132000
3324,113,18000
3324,114,1560
3325,102,38400
3325,107,176000
3325,113,24000
3325,114,2080
3326,102,28800
3326,107,132000
3326,113,18000
3326,114,1560
3327,102,38400
3327,107,176000
3327,113,24000
3327,114,2080
3328,102,28800
3328,107,132000
3328,113,18000
3328,114,1560
3329,102,28800
3329,107,132000
3329,113,18000
3329,114,1560
3330,102,28800
3330,107,132000
3330,113,18000
3330,114,1560
3331,102,38400
3331,107,176000
3331,113,24000
3331,114,2080
3332,102,28800
3332,107,132000
3332,113,18000
3332,114,1560
3333,102,24000
3333,107,110000
3333,113,15000
3333,114,1300
3334,102,24000
3334,107,110000
3334,113,15000
3334,114,1300
3335,102,28800
3335,107,132000
3335,113,18000
3335,114,1560
3336,102,28800
3336,107,132000
3336,113,18000
3336,114,1560
3337,102,24000
3337,107,110000
3337,113,15000
3337,114,1300
3338,102,28800
3338,107,132000
3338,113,18000
3338,114,1560
3339,102,24000
3339,107,110000
3339,113,15000
3339,114,1300
3340,102,24000
3340,107,110000
3340,113,15000
3340,114,1300
3341,102,28800
3341,107,132000
3341,113,18000
3341,114,1560
3342,102,24000
3342,107,110000
3342,113,15000
3342,114,1300
3343,102,24000
3343,107,110000
3343,113,15000
3343,114,1300
3344,102,28800
3344,107,132000
3344,113,18000
3344,114,1560
3345,102,28800
3345,107,132000
3345,113,18000
3345,114,1560
3346,102,28800
3346,107,132000
3346,113,18000
3346,114,1560
3347,102,38400
3347,107,176000
3347,113,24000
3347,114,2080
3348,102,28800
3348,107,132000
3348,113,18000
3348,114,1560
3349,102,28800
3349,107,132000
3349,113,18000
3349,114,1560
3350,102,28800
3350,107,132000
3350,113,18000
3350,114,1560
3351,102,24000
3351,107,110000
3351,113,15000
3351,114,1300
3352,102,24000
3352,107,110000
3352,113,15000
3352,114,1300
3353,102,28800
3353,107,132000
3353,113,18000
3353,114,1560
3354,102,24000
3354,107,110000
3354,113,15000
3354,114,1300
3355,102,28800
3355,107,132000
3355,113,18000
3355,114,1560
3356,102,28800
3356,107,132000
3356,113,18000
3356,114,1560
3357,102,28800
3357,107,132000
3357,113,18000
3357,114,1560
3358,102,28800
3358,107,132000
3358,113,18000
3358,114,1560
3359,102,28800
3359,107,132000
3359,113,18000
3359,114,1560
3360,102,24000
3360,107,110000
3360,113,15000
3360,114,1300
3361,102,28800
3361,107,132000
3361,113,18000
3361,114,1560
3362,102,28800
3362,107,132000
3362,113,18000
3362,114,1560
3363,102,38400
3363,107,176000
3363,113,24000
3363,114,2080
3364,102,28800
3364,107,132000
3364,113,18000
3364,114,1560
3365,102,24000
3365,107,110000
3365,113,15000
3365,114,1300
3366,102,28800
3366,107,132000
3366,113,18000
3366,114,1560
3367,102,28800
3367,107,132000
3367,113,18000
3367,114,1560
3368,102,24000
3368,107,110000
3368,113,15000
3368,114,1300
3369,102,28800
3369,107,132000
3369,113,18000
3369,114,1560
3370,102,28800
3370,107,132000
3370,113,18000
3370,114,1560
3371,102,28800
3371,107,132000
3371,113,18000
3371,114,1560
3372,102,28800
3372,107,132000
3372,113,18000
3372,114,1560
3373,102,28800
3373,107,132000
3373,113,18000
3373,114,1560
3374,102,24000
3374,107,110000
3374,113,15000
3374,114,1300
3375,102,24000
3375,107,110000
3375,113,15000
3375,114,1300
3376,102,24000
3376,107,110000
3376,113,15000
3376,114,1300
3377,102,28800
3377,107,132000
3377,113,18000
3377,114,1560
3378,102,28800
3378,107,132000
3378,113,18000
3378,114,1560
3379,102,24000
3379,107,110000
3379,113,15000
3379,114,1300
3380,102,28800
3380,107,132000
3380,113,18000
3380,114,1560
3381,102,24000
3381,107,110000
3381,113,15000
3381,114,1300
3382,102,24000
3382,107,110000
3382,113,15000
3382,114,1300
3383,102,28800
3383,107,132000
3383,113,18000
3383,114,1560
3384,102,38400
3384,107,176000
3384,113,24000
3384,114,2080
3385,102,24000
3385,107,110000
3385,113,15000
3385,114,1300
3386,102,24000
3386,107,110000
3386,113,15000
3386,114,1300
3387,102,24000
3387,107,110000
3387,113,15000
3387,114,1300
3388,102,28800
3388,107,132000
3388,113,18000
3388,114,1560
3389,102,28800
3389,107,132000
3389,113,18000
3389,114,1560
3390,102,28800
3390,107,132000
3390,113,18000
3390,114,1560
3391,102,24000
3391,107,110000
3391,113,15000
3391,114,1300
3392,102,28800
3392,107,132000
3392,113,18000
3392,114,1560
3393,102,24000
3393,107,110000
3393,113,15000
3393,114,1300
3394,102,28800
3394,107,132000
3394,113,18000
3394,114,1560
3395,102,28800
3395,107,132000
3395,113,18000
3395,114,1560
3396,102,28800
3396,107,132000
3396,113,18000
3396,114,1560
3397,102,24000
3397,107,110000
3397,113,15000
3397,114,1300
3398,102,24000
3398,107,110000
3398,113,15000
3398,114,1300
3399,102,24000
3399,107,110000
3399,113,15000
3399,114,1300
3400,102,28800
3400,107,132000
3400,113,18000
3400,114,1560
3401,102,24000
3401,107,110000
3401,113,15000
3401,114,1300
3402,102,24000
3402,107,110000
3402,113,15000
3402,114,1300
3403,102,28800
3403,107,132000
3403,113,18000
3403,114,1560
3404,102,38400
3404,107,176000
3404,113,24000
3404,114,2080
3405,102,28800
3405,107,132000
3405,113,18000
3405,114,1560
3406,102,28800
3406,107,132000
3406,113,18000
3406,114,1560
3407,102,38400
3407,107,176000
3407,113,24000
3407,114,2080
3408,102,28800
3408,107,132000
3408,113,18000
3408,114,1560
3409,102,28800
3409,107,132000
3409,113,18000
3409,114,1560
3410,102,24000
3410,107,110000
3410,113,15000
3410,114,1300
3411,102,24000
3411,107,110000
3411,113,15000
3411,114,1300
3412,102,28800
3412,107,132000
3412,113,18000
3412,114,1560
3413,102,24000
3413,107,110000
3413,113,15000
3413,114,1300
3414,102,28800
3414,107,132000
3414,113,18000
3414,114,1560
3415,102,28800
3415,107,132000
3415,113,18000
3415,114,1560
3416,102,28800
3416,107,132000
3416,113,18000
3416,114,1560
3417,102,28800
3417,107,132000
3417,113,18000
3417,114,1560
3418,102,28800
3418,107,132000
3418,113,18000
3418,114,1560
3419,102,24000
3419,107,110000
3419,113,15000
3419,114,1300
3420,102,28800
3420,107,132000
3420,113,18000
3420,114,1560
3421,102,28800
3421,107,132000
3421,113,18000
3421,114,1560
3422,102,28800
3422,107,132000
3422,113,18000
3422,114,1560
3423,102,24000
3423,107,110000
3423,113,15000
3423,114,1300
3424,102,24000
3424,107,110000
3424,113,15000
3424,114,1300
3425,102,38400
3425,107,176000
3425,113,24000
3425,114,2080
3426,102,28800
3426,107,132000
3426,113,18000
3426,114,1560
3427,102,28800
3427,107,132000
3427,113,18000
3427,114,1560
3428,102,38400
3428,107,176000
3428,113,24000
3428,114,2080
3429,102,28800
3429,107,132000
3429,113,18000
3429,114,1560
3430,102,28800
3430,107,132000
3430,113,18000
3430,114,1560
3431,102,24000
3431,107,110000
3431,113,15000
3431,114,1300
3432,102,28800
3432,107,132000
3432,113,18000
3432,114,1560
3433,102,24000
3433,107,110000
3433,113,15000
3433,114,1300
3434,102,28800
3434,107,132000
3434,113,18000
3434,114,1560
3435,102,28800
3435,107,132000
3435,113,18000
3435,114,1560
3436,102,24000
3436,107,110000
3436,113,15000
3436,114,1300
3437,102,28800
3437,107,132000
3437,113,18000
3437,114,1560
3438,102,24000
3438,107,110000
3438,113,15000
3438,114,1300
3439,102,24000
3439,107,110000
3439,113,15000
3439,114,1300
3440,102,24000
3440,107,110000
3440,113,15000
3440,114,1300
3441,102,24000
3441,107,110000
3441,113,15000
3441,114,1300
3442,102,24000
3442,107,110000
3442,113,15000
3442,114,1300
3443,102,28800
3443,107,132000
3443,113,18000
3443,114,1560
3444,102,28800
3444,107,132000
3444,113,18000
3444,114,1560
3445,102,38400
3445,107,176000
3445,113,24000
3445,114,2080
3446,102,38400
3446,107,176000
3446,113,24000
3446,114,2080
3447,102,28800
3447,107,132000
3447,113,18000
3447,114,1560
3448,102,28800
3448,107,132000
3448,113,18000
3448,114,1560
3449,102,24000
3449,107,110000
3449,113,15000
3449,114,1300
3450,102,28800
3450,107,132000
3450,113,18000
3450,114,1560
3451,102,24000
3451,107,110000
3451,113,15000
3451,114,1300
3452,102,28800
3452,107,132000
3452,113,18000
3452,114,1560
3453,102,24000
3453,107,110000
3453,113,15000
3453,114,1300
3454,102,24000
3454,107,110000
3454,113,15000
3454,114,1300
3455,102,28800
3455,107,132000
3455,113,18000
3455,114,1560
3456,102,28800
3456,107,132000
3456,113,18000
3456,114,1560
3457,102,28800
3457,107,132000
3457,113,18000
3457,114,1560
3458,102,28800
3458,107,132000
3458,113,18000
3458,114,1560
3459,102,38400
3459,107,176000
3459,113,24000
3459,114,2080
3460,102,28800
3460,107,132000
3460,113,18000
3460,114,1560
3461,102,28800
3461,107,132000
3461,113,18000
3461,114,1560
3462,102,28800
3462,107,132000
3462,113,18000
3462,114,1560
3463,102,24000
3463,107,110000
3463,113,15000
3463,114,1300
3464,102,24000
3464,107,110000
3464,113,15000
3464,114,1300
3465,102,38400
3465,107,176000
3465,113,24000
3465,114,2080
3466,102,24000
3466,107,110000
3466,113,15000
3466,114,1300
3467,102,28800
3467,107,132000
3467,113,18000
3467,114,1560
3468,102,24000
3468,107,110000
3468,113,15000
3468,114,1300
3469,102,24000
3469,107,110000
3469,113,15000
3469,114,1300
3470,102,28800
3470,107,132000
3470,113,18000
3470,114,1560
3471,102,24000
3471,107,110000
3471,113,15000
3471,114,1300
3472,102,28800
3472,107,132000
3472,113,18000
3472,114,1560
3473,102,24000
3473,107,110000
3473,113,15000
3473,114,1300
3474,102,28800
3474,107,132000
3474,113,18000
3474,114,1560
3475,102,28800
3475,107,132000
3475,113,18000
3475,114,1560
3476,102,28800
3476,107,132000
3476,113,18000
3476,114,1560
3477,102,28800
3477,107,132000
3477,113,18000
3477,114,1560
3478,102,24000
3478,107,110000
3478,113,15000
3478,114,1300
3479,102,28800
3479,107,132000
3479,113,18000
3479,114,1560
3480,102,24000
3480,107,110000
3480,113,15000
3480,114,1300
3481,102,28800
3481,107,132000
3481,113,18000
3481,114,1560
3482,102,24000
3482,107,110000
3482,113,15000
3482,114,1300
3483,102,24000
3483,107,110000
3483,113,15000
3483,114,1300
3484,102,24000
3484,107,110000
3484,113,15000
3484,114,1300
3485,102,24000
3485,107,110000
3485,113,15000
3485,114,1300
3486,102,24000
3486,107,110000
3486,113,15000
3486,114,1300
3487,102,28800
3487,107,132000
3487,113,18000
3487,114,1560
3488,102,24000
3488,107,110000
3488,113,15000
3488,114,1300
3489,102,24000
3489,107,110000
3489,113,15000
3489,114,1300
3490,102,24000
3490,107,110000
3490,113,15000
3490,114,1300
3491,102,28800
3491,107,132000
3491,113,18000
3491,114,1560
3492,102,28800
3492,107,132000
3492,113,18000
3492,114,1560
3493,102,24000
3493,107,110000
3493,113,15000
3493,114,1300
3494,102,24000
3494,107,110000
3494,113,15000
3494,114,1300
3495,102,28800
3495,107,132000
3495,113,18000
3495,114,1560
3496,102,28800
3496,107,132000
3496,113,18000
3496,114,1560
3497,102,38400
3497,107,176000
3497,113,24000
3497,114,2080
3498,102,28800
3498,107,132000
3498,113,18000
3498,114,1560
3499,102,28800
3499,107,132000
3499,113,18000
3499,114,1560
3500,102,24000
3500,107,110000
3500,113,15000
3500,114,1300
3501,102,28800
3501,107,132000
3501,113,18000
3501,114,1560
3502,102,24000
3502,107,110000
3502,113,15000
3502,114,1300
3503,102,28800
3503,107,132000
3503,113,18000
3503,114,1560
3504,102,28800
3504,107,132000
3504,113,18000
3504,114,1560
3505,102,28800
3505,107,132000
3505,113,18000
3505,114,1560
3506,102,24000
3506,107,110000
3506,113,15000
3506,114,1300
3507,102,28800
3507,107,132000
3507,113,18000
3507,114,1560
3508,102,28800
3508,107,132000
3508,113,18000
3508,114,1560
3509,102,28800
3509,107,132000
3509,113,18000
3509,114,1560
3510,102,24000
3510,107,110000
3510,113,15000
3510,114,1300
3511,102,28800
3511,107,132000
3511,113,18000
3511,114,1560
3512,102,28800
3512,107,132000
3512,113,18000
3512,114,1560
3513,102,24000
3513,107,110000
3513,113,15000
3513,114,1300
3514,102,24000
3514,107,110000
3514,113,15000
3514,114,1300
3515,102,28800
3515,107,132000
3515,113,18000
3515,114,1560
3516,102,28800
3516,107,132000
3516,113,18000
3516,114,1560
3517,102,24000
3517,107,110000
3517,113,15000
3517,114,1300
3518,102,24000
3518,107,110000
3518,113,15000
3518,114,1300
3519,102,28800
3519,107,132000
3519,113,18000
3519,114,1560
3520,102,28800
3520,107,132000
3520,113,18000
3520,114,1560
3521,102,38400
3521,107,176000
3521,113,24000
3521,114,2080
3522,102,24000
3522,107,110000
3522,113,15000
3522,114,1300
3523,102,24000
3523,107,110000
3523,113,15000
3523,114,1300
3524,102,24000
3524,107,110000
3524,113,15000
3524,114,1300
3525,102,24000
3525,107,110000
3525,113,15000
3525,114,1300
3526,102,28800
3526,107,132000
3526,113,18000
3526,114,1560
3527,102,28800
3527,107,132000
3527,113,18000
3527,114,1560
3528,102,24000
3528,107,110000
3528,113,15000
3528,114,1300
3529,102,24000
3529,107,110000
3529,113,15000
3529,114,1300
3530,102,24000
3530,107,110000
3530,113,15000
3530,114,1300
3531,102,24000
3531,107,110000
3531,113,15000
3531,114,1300
3532,102,24000
3532,107,110000
3532,113,15000
3532,114,1300
3533,102,28800
3533,107,132000
3533,113,18000
3533,114,1560
3534,102,28800
3534,107,132000
3534,113,18000
3534,114,1560
3535,102,24000
3535,107,110000
3535,113,15000
3535,114,1300
3536,102,24000
3536,107,110000
3536,113,15000
3536,114,1300
3537,102,28800
3537,107,132000
3537,113,18000
3537,114,1560
3538,102,24000
3538,107,110000
3538,113,15000
3538,114,1300
3539,102,28800
3539,107,132000
3539,113,18000
3539,114,1560
3540,102,24000
3540,107,110000
3540,113,15000
3540,114,1300
3541,102,28800
3541,107,132000
3541,113,18000
3541,114,1560
3542,102,28800
3542,107,132000
3542,113,18000
3542,114,1560
3543,102,24000
3543,107,110000
3543,113,15000
3543,114,1300
3544,102,28800
3544,107,132000
3544,113,18000
3544,114,1560
3545,102,28800
3545,107,132000
3545,113,18000
3545,114,1560
3546,102,24000
3546,107,110000
3546,113,15000
3546,114,1300
3547,102,28800
3547,107,132000
3547,113,18000
3547,114,1560
3548,102,28800
3548,107,132000
3548,113,18000
